,,,,,,,,,商品销量报表,,,,,,,,,
"门店名称:九记·東門口",,,,,,,,,,,,,,,,,,,
"查询条件:门店:[東門口温州店(CS009040522),東門口武林店(CS003031459),(闭店)東門口上海中庚漫游城店(CS009040523),東門口桐乡万象汇店(CS009054282),東門口奥体店(CS003030504),東門口苏州店(CS009039921),(闭店)炎合里中国北方菜(CS011000128),(闭店)炎合里金华永盛购物中心店(CS009035567),東門口远洋店(CS003021468),(闭店)东门口96店(CS003025461),東門口杭州滨江龙湖店(CS009051886),東門口无锡店(CS009050468),焱合里自助火锅文一路店(CS009034590),東門口金华世贸店(CS009037775),京熹顺杭州金沙店(CS009053371),東門口富阳店(CS009049555),東門口上海西郊百联店(CS009050467),巷口锅香文一路店(CS009058665),東門口会员店(CS009054378),東門口501店(CS009040508),華門新京菜中国茶(欧美广场EFC店)(CS009035566),小蒸娘老杭州萧山蒸菜(CS009057694),東門口啦啦宝都店(CS009040524),京熹顺南京店(CS009053417)]; 商品分类:[全部]; 商品:[全部]; 时间范围:[""2026-02-01"",""2026-02-28""]; 是否显示套餐子商品数量:是; 商品名称多选:; 区域:全部; 交易类型:销售; 销售渠道:全部; 商品属性:[赠品,单品,套餐,自定义套餐,自定义单品,套餐子商品,其他]; 排序方式:数量; 展示维度:按商品+点单方式汇总; 商品分类多选:; 是否显示套餐子商品金额:是; 菜单名称:",,,,,,,,,,,,,,,,,,,
"门店名称","商品分类","收入分组","商品编码","商品名称","规格","商品类型","点单方式","单卖数量(不含套餐子商品)","数量(含套餐子商品)","退货数量(不含套餐子商品)","套餐内销量","单位","销售单价","销售金额","折后金额","分摊优惠","实退金额","实收",
"東門口501店","鲜美菌类",,"","菌菇拼盘",,"餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"份",33.00,462.00,451.22,88.20,0.00,363.02,
"東門口501店","苏尼特熊猫羊系列",,"","羔羊小卷",,"餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"份",53.00,742.00,724.64,141.65,0.00,582.99,
"東門口501店","小吃",,"","现烤拉斯奶酪饼",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",33.00,462.00,462.00,72.95,0.00,389.05,
"東門口501店","鲜采时蔬",,"","蔬菜拼盘",,"餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"份",29.00,406.00,396.48,77.51,0.00,318.97,
"東門口501店","套餐",,"","超值尊享六人套餐",,"餐饮套餐商品","套餐",14.00,14.00,0.00,0.00,"份",668.00,9352.00,9352.00,1828.06,0.00,7523.94,
"東門口501店","特色涮品",,"","泰和臻选乌鸡卷",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",33.00,462.00,462.00,58.28,0.00,403.72,
"東門口501店","珍馐牛肉",,"","澳洲谷饲雪花肥牛",,"餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"份",109.00,1526.00,1490.30,291.31,0.00,1198.99,
"東門口501店","新外卖",,"","苏尼特精选一岁羊（单点菜品记得选锅底哦）",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",49.00,637.00,637.00,155.05,0.00,481.95,
"東門口501店","新外卖",,"","老北京韭菜盒子",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",5.00,65.00,65.00,26.40,0.00,38.60,
"東門口501店","新外卖",,"","经典爽脆毛肚（单点菜品记得选锅底哦）",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",24.00,312.00,312.00,78.95,0.00,233.05,
"東門口501店","小吃",,"","老北京糖油饼",,"餐饮商品","赠品",13.00,13.00,0.00,0.00,"个",9.00,117.00,0.00,0.00,0.00,0.00,
"東門口501店","鲜美菌类",,"","长白山白玉菌",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",16.00,208.00,208.00,44.70,0.00,163.30,
"東門口501店","缤纷饮品",,"","鲜榨橙汁",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"扎",46.00,598.00,598.00,102.84,0.00,495.16,
"東門口501店","新外卖",,"","苏尼特A3羊肉卷（单点菜品记得选锅底哦）",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",26.00,338.00,338.00,103.45,0.00,234.55,
"東門口501店","未分类",,"","天桥小酥肉",,"","自定义单品",13.00,13.00,0.00,0.00,"份",9.00,117.00,117.00,44.42,0.00,72.58,
"東門口501店","新外卖",,"","苏尼特A3羊肉卷（单点菜品记得选锅底哦）",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",49.00,588.00,588.00,144.25,0.00,443.75,
"東門口501店","鲜美菌类",,"","鲜香菇",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",16.00,192.00,171.00,32.14,0.00,138.86,
"東門口501店","新外卖",,"","手切苏尼特羊后腿（单点菜品记得选锅底哦）",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",24.00,288.00,288.00,78.44,0.00,209.56,
"東門口501店","新外卖",,"","老北京麻酱拌面(不辣)","不辣","餐饮商品","单品",12.00,12.00,0.00,0.00,"份",26.00,312.00,312.00,151.67,0.00,160.33,
"東門口501店","酒水饮料",,"","矿泉水",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"瓶",3.00,36.00,36.00,9.55,0.00,26.45,
"東門口501店","新外卖",,"","王家渡午餐肉（单点菜品记得选锅底哦）",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",10.00,110.00,110.00,38.04,0.00,71.96,
"東門口501店","鲜美菌类",,"","鸡枞菇",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",23.00,253.00,253.00,37.87,0.00,215.13,
"東門口501店","过瘾烧烤",,"","羊肉串配现烤馕",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",43.00,473.00,473.00,51.36,0.00,421.64,
"東門口501店","珍馐牛肉",,"","手切五花腱",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",59.00,649.00,649.00,80.38,0.00,568.62,
"東門口501店","新外卖",,"","厚切海带（单点菜品记得选锅底哦）",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",3.00,33.00,33.00,11.25,0.00,21.75,
"東門口501店","新外卖",,"","草原水爆肚（单点菜品记得选锅底哦）",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",32.00,352.00,352.00,102.48,0.00,249.52,
"東門口501店","未分类",,"","【夏日新品】桂花酸梅汤",,"","自定义单品",10.00,10.00,0.00,0.00,"份",6.90,69.00,69.00,24.10,0.00,44.90,
"東門口501店","老北京特色",,"","精选毛肚",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",89.00,890.00,890.00,60.58,0.00,829.42,
"東門口501店","鲜采时蔬",,"","魔芋结",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",13.00,130.00,130.00,19.70,0.00,110.30,
"東門口501店","酒水饮料",,"","百事可乐",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"罐",4.00,40.00,40.00,14.47,0.00,25.53,
"東門口501店","新外卖",,"","草原水爆肚（单点菜品记得选锅底哦）",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",32.00,320.00,320.00,86.35,0.00,233.65,
"東門口501店","未分类",,"","醋包",,"","自定义单品",10.00,10.00,0.00,0.00,"份",0.50,5.00,5.00,1.65,0.00,3.35,
"東門口501店","新外卖",,"","苏尼特精选一岁羊（单点菜品记得选锅底哦）",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",26.00,260.00,260.00,76.22,0.00,183.78,
"東門口501店","新外卖",,"","尊品雪花肥牛（单点菜品记得选锅底哦）",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",64.00,640.00,640.00,148.34,0.00,491.66,
"東門口501店","新外卖",,"","劲爽方便面（1块）",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",4.00,36.00,36.00,10.90,0.00,25.10,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"个",3.20,28.80,28.80,13.25,0.00,15.55,
"東門口501店","新外卖",,"","七彩土豆片（单点菜品记得选锅底哦）",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",3.00,27.00,27.00,8.99,0.00,18.01,
"東門口501店","新外卖",,"","8秒黑豆豆皮（单点菜品记得选锅底哦）",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",4.00,36.00,36.00,11.33,0.00,24.67,
"東門口501店","新外卖",,"","邳州响菜（单点菜品记得选锅底哦）",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",4.00,36.00,36.00,12.20,0.00,23.80,
"東門口501店","新外卖",,"","【生食】单点菜品均无锅底",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",0.00,0.00,0.00,0.00,0.00,0.00,
"東門口501店","未分类",,"","辣椒包",,"","自定义单品",9.00,9.00,0.00,0.00,"份",0.90,8.10,8.10,3.60,0.00,4.50,
"東門口501店","锅底",,"","冰糖菊清水锅底",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",16.00,144.00,144.00,34.59,0.00,109.41,
"東門口501店","新外卖",,"","平菇（单点菜品记得选锅底哦）",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",5.00,45.00,45.00,13.44,0.00,31.56,
"東門口501店","苏尼特熊猫羊系列",,"","苏尼特羔羊脆骨肉（单点菜品记得选锅底哦）",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",69.00,552.00,552.00,139.12,0.00,412.88,
"東門口501店","小吃",,"","现炸茴香小油条",,"餐饮商品","赠品",8.00,8.00,0.00,0.00,"份",23.00,184.00,0.00,0.00,0.00,0.00,
"東門口501店","新外卖",,"","金针菇（单点菜品记得选锅底哦）",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",3.00,24.00,24.00,7.88,0.00,16.12,
"東門口501店","锅底",,"","双味锅",,"餐饮套餐商品","套餐",8.00,8.00,0.00,0.00,"份",49.00,392.00,392.00,54.65,0.00,337.35,
"東門口501店","菊花特色菜",,"","冰糖菊花黑虎虾",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",43.00,344.00,344.00,111.07,0.00,232.93,
"東門口501店","鲜美菌类",,"","蟹味菇",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",19.00,152.00,152.00,31.02,0.00,120.98,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"个",2.80,22.40,22.40,7.65,0.00,14.75,
"東門口501店","小吃",,"","板栗红豆沙",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",13.00,104.00,104.00,15.02,0.00,88.98,
"東門口501店","未分类",,"","老北京草原水爆肚（微辣）",,"","自定义单品",8.00,8.00,0.00,0.00,"份",58.00,464.00,464.00,131.81,0.00,332.19,
"東門口501店","新外卖",,"","天桥小酥肉",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",9.00,72.00,72.00,26.51,0.00,45.49,
"東門口501店","新外卖",,"","魔芋结（单点菜品记得选锅底哦）",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",4.00,32.00,32.00,10.50,0.00,21.50,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"个",6.00,42.00,42.00,19.86,0.00,22.14,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"个",5.50,38.50,38.50,15.75,0.00,22.75,
"東門口501店","鲜采时蔬",,"","紫叶生菜",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"份",13.00,91.00,89.44,10.47,0.00,78.97,
"東門口501店","锅底",,"","双味锅",,"餐饮套餐商品","套餐",7.00,7.00,0.00,0.00,"份",52.00,364.00,364.00,84.90,0.00,279.10,
"東門口501店","新外卖",,"","手切苏尼特羊后腿（单点菜品记得选锅底哦）",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"份",48.00,336.00,336.00,89.77,0.00,246.23,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"个",4.20,29.40,29.40,13.23,0.00,16.17,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"个",3.80,26.60,26.60,11.37,0.00,15.23,
"東門口501店","冬季上新",,"","七孔莲藕黑松露小鲜肉",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"份",16.00,96.00,96.00,30.35,0.00,65.65,
"東門口501店","小吃",,"","桂花山楂糕",,"餐饮商品","赠品",6.00,6.00,0.00,0.00,"份",16.00,96.00,0.00,0.00,0.00,0.00,
"東門口501店","新外卖",,"","老北京麻酱拌面(香辣)","香辣","餐饮商品","单品",6.00,6.00,0.00,0.00,"份",26.00,156.00,156.00,69.80,0.00,86.20,
"東門口501店","鲜采时蔬",,"","鲜贡菜",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"份",19.00,114.00,114.00,21.34,0.00,92.66,
"東門口501店","新外卖",,"","招牌涮[牛羊]捞捞桶(香辣过瘾锅底)","香辣过瘾锅底","餐饮商品","单品",6.00,6.00,0.00,0.00,"份",48.00,288.00,288.00,119.78,0.00,168.22,
"東門口501店","新外卖",,"","草原水爆肚（单点菜品记得选锅底哦）",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"份",64.00,384.00,384.00,84.77,0.00,299.23,
"東門口501店","老北京特色",,"","麻酱烧饼",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"个",3.00,18.00,18.00,5.85,0.00,12.15,
"東門口501店","新外卖",,"","手打黑虎虾虾滑（单点菜品记得选锅底哦）",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"份",36.00,216.00,216.00,50.63,0.00,165.37,
"東門口501店","锅底",,"","#新疆番茄锅",,"餐饮商品","套餐子商品",0.00,6.00,0.00,6.00,"份",26.00,156.00,156.00,24.33,0.00,131.67,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"个",3.40,20.40,20.40,8.18,0.00,12.22,
"東門口501店","小料",,"","花生米",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"份",3.00,18.00,18.00,5.94,0.00,12.06,
"東門口501店","新外卖",,"","炸豆皮（单点菜品记得选锅底哦）",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"份",4.00,24.00,24.00,8.04,0.00,15.96,
"東門口501店","小料",,"","王致和臭豆腐乳",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"块",3.00,18.00,18.00,6.82,0.00,11.18,
"東門口501店","特色涮品",,"","王家渡午餐肉(标准份)","标准份","餐饮商品","套餐子商品",0.00,5.00,0.00,5.00,"份",23.00,115.00,115.00,19.51,0.00,95.49,
"東門口501店","老北京特色",,"","老北京驴打滚",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",19.00,95.00,95.00,19.33,0.00,75.67,
"東門口501店","缤纷饮品",,"","现榨玉米汁",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",36.00,180.00,180.00,7.98,0.00,172.02,
"東門口501店","老北京特色",,"","老北京驴打滚",,"餐饮商品","赠品",5.00,5.00,0.00,0.00,"份",19.00,95.00,0.00,0.00,0.00,0.00,
"東門口501店","新外卖",,"","土豆粉（100克）",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",6.00,30.00,30.00,7.42,0.00,22.58,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"个",6.30,31.50,31.50,10.49,0.00,21.01,
"東門口501店","小吃",,"","儿童餐(套餐)",,"餐饮商品","套餐子商品",0.00,5.00,0.00,5.00,"份",16.00,80.00,80.00,13.57,0.00,66.43,
"東門口501店","锅底",,"","三味锅",,"餐饮套餐商品","套餐",5.00,5.00,0.00,0.00,"份",58.90,294.50,294.50,53.94,0.00,240.56,
"東門口501店","锅底",,"","#牛油香辣锅底",,"餐饮商品","套餐子商品",0.00,5.00,0.00,5.00,"份",23.00,115.00,115.00,21.06,0.00,93.94,
"東門口501店","新外卖",,"","红薯片（单点菜品记得选锅底哦）",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",3.00,15.00,15.00,5.58,0.00,9.42,
"東門口501店","套餐",,"","欢聚畅享家庭亲子餐",,"餐饮套餐商品","套餐",5.00,5.00,0.00,0.00,"份",325.00,1625.00,1625.00,275.62,0.00,1349.38,
"東門口501店","鲜采时蔬",,"","紫叶生菜",,"餐饮商品","套餐子商品",0.00,5.00,0.00,5.00,"份",13.00,65.00,65.00,11.02,0.00,53.98,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"个",3.30,13.20,13.20,4.64,0.00,8.56,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"个",1.30,5.20,5.20,1.57,0.00,3.63,
"東門口501店","新外卖",,"","原浆鲜腐竹（单点菜品记得选锅底哦）",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"份",7.00,28.00,28.00,8.71,0.00,19.29,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"个",3.70,14.80,14.80,5.29,0.00,9.51,
"東門口501店","新外卖",,"","巨肉桶[半斤牛肉]捞捞桶(香辣过瘾锅底)","香辣过瘾锅底","餐饮商品","单品",4.00,4.00,0.00,0.00,"份",69.00,276.00,276.00,80.08,0.00,195.92,
"東門口501店","新外卖",,"","招牌涮[羊肉]捞捞桶(浓郁番茄锅底)","浓郁番茄锅底","餐饮商品","单品",4.00,4.00,0.00,0.00,"份",39.00,156.00,156.00,59.84,0.00,96.16,
"東門口501店","缤纷饮品",,"","现榨五谷杂粮热饮",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"份",39.00,156.00,156.00,6.86,0.00,149.14,
"東門口501店","新外卖",,"","巨肉桶[半斤羊肉]捞捞桶(香辣过瘾锅底)","香辣过瘾锅底","餐饮商品","单品",4.00,4.00,0.00,0.00,"份",79.00,316.00,316.00,95.03,0.00,220.97,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"个",0.80,3.20,3.20,1.28,0.00,1.92,
"東門口501店","新外卖",,"","招牌涮[羊肉]捞捞桶(香辣过瘾锅底)","香辣过瘾锅底","餐饮商品","单品",4.00,4.00,0.00,0.00,"份",39.00,156.00,156.00,56.36,0.00,99.64,
"東門口501店","新外卖",,"","豪华涮[牛羊+毛肚+虾滑]捞捞桶(香辣过瘾锅底)","香辣过瘾锅底","餐饮商品","单品",4.00,4.00,0.00,0.00,"份",59.00,236.00,236.00,86.90,0.00,149.10,
"東門口501店","小吃",,"","茴香小油条（单点菜品记得选锅底哦）",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"份",6.00,24.00,24.00,8.21,0.00,15.79,
"東門口501店","锅底",,"","冰糖菊番茄锅底",,"餐饮商品","套餐子商品",0.00,3.00,0.00,3.00,"份",36.00,108.00,108.00,1.52,0.00,106.48,
"東門口501店","酒水饮料",,"","农夫山泉",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"瓶",3.00,9.00,9.00,3.23,0.00,5.77,
"東門口501店","新外卖",,"","草原水爆肚（单点菜品记得选锅底哦）",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",64.00,192.00,192.00,31.16,0.00,160.84,
"東門口501店","新外卖",,"","泰和甄选乌鸡卷（单点菜品记得选锅底哦）",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",16.00,48.00,48.00,16.44,0.00,31.56,
"東門口501店","珍馐牛肉",,"","澳洲谷饲牛肋排",,"餐饮商品","套餐子商品",0.00,3.00,0.00,3.00,"份",139.00,417.00,417.00,157.17,0.00,259.83,
"東門口501店","新外卖",,"","招牌涮[牛肉]捞捞桶",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",30.80,92.40,92.40,47.37,0.00,45.03,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"个",5.30,15.90,15.90,4.94,0.00,10.96,
"東門口501店","新外卖",,"","鲜香菇（单点菜品记得选锅底哦）",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",5.00,15.00,15.00,4.00,0.00,11.00,
"東門口501店","锅底",,"","#清油香辣锅底",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",26.00,78.00,78.00,11.47,0.00,66.53,
"東門口501店","新外卖",,"","招牌涮[牛羊]捞捞桶(浓郁番茄锅底)","浓郁番茄锅底","餐饮商品","单品",3.00,3.00,0.00,0.00,"份",48.00,144.00,144.00,50.27,0.00,93.73,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"个",4.70,14.10,14.10,4.78,0.00,9.32,
"東門口501店","珍馐牛肉",,"","澳洲谷饲牛肋排",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",139.00,417.00,417.00,34.15,0.00,382.85,
"東門口501店","锅底",,"","##牛油香辣锅底",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",23.00,69.00,69.00,6.43,0.00,62.57,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"个",7.00,21.00,21.00,7.81,0.00,13.19,
"東門口501店","小吃",,"","现炸小酥肉",,"餐饮商品","赠品",3.00,3.00,0.00,0.00,"份",29.00,87.00,0.00,0.00,0.00,0.00,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"个",4.60,13.80,13.80,4.06,0.00,9.74,
"東門口501店","小吃",,"","儿童餐(套餐)",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",16.00,48.00,48.00,23.06,0.00,24.94,
"東門口501店","新外卖",,"","招牌涮[羊肉]捞捞桶(秘制香辣干拌酱)","秘制香辣干拌酱","餐饮商品","单品",3.00,3.00,0.00,0.00,"份",41.00,123.00,123.00,46.11,0.00,76.89,
"東門口501店","新外卖",,"","巨肉桶[半斤牛肉]捞捞桶(浓郁番茄锅底)","浓郁番茄锅底","餐饮商品","单品",2.00,2.00,0.00,0.00,"份",69.00,138.00,138.00,44.38,0.00,93.62,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",5.70,11.40,11.40,4.08,0.00,7.32,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",1.60,3.20,3.20,1.16,0.00,2.04,
"東門口501店","过瘾烧烤",,"","烧羊棒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",43.00,86.00,86.00,3.39,0.00,82.61,
"東門口501店","锅底",,"","冰糖菊番茄锅底",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",36.00,72.00,72.00,2.12,0.00,69.88,
"東門口501店","苏尼特熊猫羊系列",,"","苏尼特熊猫一岁羊(标准份)","标准份","餐饮商品","套餐子商品",0.00,2.00,0.00,2.00,"份",49.00,98.00,98.00,37.20,0.00,60.80,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",1.80,3.60,3.60,1.28,0.00,2.32,
"東門口501店","新外卖",,"","巨肉桶[半斤羊肉]捞捞桶(浓郁番茄锅底)","浓郁番茄锅底","餐饮商品","单品",2.00,2.00,0.00,0.00,"份",79.00,158.00,158.00,51.94,0.00,106.06,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",5.90,11.80,11.80,5.34,0.00,6.46,
"東門口501店","新外卖",,"","豪华涮[牛羊+毛肚+虾滑]捞捞桶(秘制香辣干拌酱)","秘制香辣干拌酱","餐饮商品","单品",2.00,2.00,0.00,0.00,"份",59.00,118.00,118.00,25.75,0.00,92.25,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",2.20,4.40,4.40,1.93,0.00,2.47,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",6.60,13.20,13.20,3.07,0.00,10.13,
"東門口501店","未分类",,"","奥尔良鸡翅",,"","自定义单品",2.00,2.00,0.00,0.00,"份",12.00,24.00,24.00,8.20,0.00,15.80,
"東門口501店","新外卖",,"","招牌涮[牛羊]捞捞桶(秘制香辣干拌酱)","秘制香辣干拌酱","餐饮商品","单品",2.00,2.00,0.00,0.00,"份",48.00,96.00,96.00,36.44,0.00,59.56,
"東門口501店","小吃",,"","茴香小油条（单点菜品记得选锅底哦）",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",12.00,24.00,24.00,11.13,0.00,12.87,
"東門口501店","锅底",,"","双味锅",,"餐饮套餐商品","套餐",2.00,2.00,0.00,0.00,"份",45.90,91.80,91.80,1.94,0.00,89.86,
"東門口501店","菊花特色菜",,"","冰糖菊花黑虎虾",,"餐饮商品","套餐子商品",0.00,2.00,0.00,2.00,"份",43.00,86.00,86.00,32.65,0.00,53.35,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",4.40,8.80,8.80,2.16,0.00,6.64,
"東門口501店","新外卖",,"","烤牛丸串",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",3.00,6.00,6.00,1.77,0.00,4.23,
"東門口501店","套餐",,"","抖音直播双人餐",,"餐饮套餐商品","套餐",2.00,2.00,0.00,0.00,"份",344.00,688.00,688.00,261.19,0.00,426.81,
"東門口501店","新外卖",,"","低脂荞麦面（1块）",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",4.00,8.00,8.00,3.65,0.00,4.35,
"東門口501店","香甜豆品",,"","8秒黑豆豆皮",,"餐饮商品","套餐子商品",0.00,2.00,0.00,2.00,"份",12.00,24.00,24.00,9.11,0.00,14.89,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",2.10,4.20,4.20,1.78,0.00,2.42,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",0.30,0.60,0.60,0.19,0.00,0.41,
"東門口501店","新外卖",,"","王家渡午餐肉（单点菜品记得选锅底哦）",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",18.00,36.00,36.00,8.12,0.00,27.88,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",3.10,6.20,6.20,1.96,0.00,4.24,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",5.20,10.40,10.40,3.38,0.00,7.02,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",8.50,17.00,17.00,6.14,0.00,10.86,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",4.30,8.60,8.60,2.64,0.00,5.96,
"東門口501店","其他",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",5.60,11.20,11.20,4.12,0.00,7.08,
"東門口501店","未分类",,"","醋包",,"","自定义单品",1.00,1.00,0.00,0.00,"份",0.50,0.50,0.50,0.23,0.00,0.27,
"東門口501店","新外卖",,"","奥尔良鸡翅",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",12.00,12.00,12.00,2.87,0.00,9.13,
"東門口501店","锅底",,"","三味锅",,"餐饮套餐商品","套餐",1.00,1.00,0.00,0.00,"份",51.90,51.90,51.90,1.04,0.00,50.86,
"東門口501店","未分类",,"","辣椒包",,"","自定义单品",1.00,1.00,0.00,0.00,"份",0.90,0.90,0.90,0.41,0.00,0.49,
"東門口501店","珍馐牛肉",,"","手切五花腱",,"餐饮商品","套餐子商品",0.00,1.00,0.00,1.00,"份",59.00,59.00,59.00,21.91,0.00,37.09,
